Document Count,Indexing Duration Micros,Start of Document
8766,10235,the the the the the the the
8767,10286,the the the the the the the
8768,10807,the the the the the the the
8769,10244,the the the the the the the
8770,10277,the the the the the the the
8771,11477,the the the the the the the
8772,10362,the the the the the the the
8773,10380,the the the the the the the
8774,10230,the the the the the the the
8775,10481,the the the the the the the
8776,10902,the the the the the the the
8777,10230,the the the the the the the
8778,10466,the the the the the the the
8779,10487,the the the the the the the
8780,10378,the the the the the the the
8781,10807,the the the the the the the
8782,10841,the the the the the the the
8783,10625,the the the the the the the
8784,10629,the the the the the the the
8785,10415,the the the the the the the
8786,10668,the the the the the the the
8787,11459,the the the the the the the
8788,10330,the the the the the the the
8789,10341,the the the the the the the
8790,10447,the the the the the the the
8791,10447,the the the the the the the
8792,10512,the the the the the the the
8793,10334,the the the the the the the
8794,11014,the the the the the the the
8795,10143,the the the the the the the
8796,10597,the the the the the the the
8797,10372,the the the the the the the
8798,11263,the the the the the the the
8799,10324,the the the the the the the
8800,10258,the the the the the the the
8801,10986,the the the the the the the
8802,10624,the the the the the the the
8803,10449,the the the the the the the
8804,11455,the the the the the the the
8805,10355,the the the the the the the
8806,10334,the the the the the the the
8807,10728,the the the the the the the
8808,10145,the the the the the the the
8809,11256,the the the the the the the
8810,10378,the the the the the the the
8811,11342,the the the the the the the
8812,10750,the the the the the the the
8813,11428,the the the the the the the
8814,10297,the the the the the the the
8815,10904,the the the the the the the
8816,10335,the the the the the the the
8817,10240,the the the the the the the
8818,10320,the the the the the the the
8819,10205,the the the the the the the
8820,10157,the the the the the the the
8821,10200,the the the the the the the
8822,10273,the the the the the the the
8823,11145,the the the the the the the
8824,10197,the the the the the the the
8825,10226,the the the the the the the
8826,11672,the the the the the the the
8827,10344,the the the the the the the
8828,10036,the the the the the the the
8829,10221,the the the the the the the
8830,10095,the the the the the the the
8831,10013,the the the the the the the
8832,10094,the the the the the the the
8833,10208,the the the the the the the
8834,10077,the the the the the the the
8835,10012,the the the the the the the
8836,10079,the the the the the the the
8837,10208,the the the the the the the
8838,9957,the the the the the the the
8839,10197,the the the the the the the
8840,10050,the the the the the the the
8841,10080,the the the the the the the
8842,10169,the the the the the the the
8843,9980,the the the the the the the
8844,10041,the the the the the the the
8845,10241,the the the the the the the
8846,10116,the the the the the the the
8847,10035,the the the the the the the
8848,10535,the the the the the the the
8849,11196,the the the the the the the
8850,10025,the the the the the the the
8851,10100,the the the the the the the
8852,10080,the the the the the the the
8853,10479,the the the the the the the
8854,10033,the the the the the the the
8855,10116,the the the the the the the
8856,10443,the the the the the the the
8857,10541,the the the the the the the
8858,10922,the the the the the the the
8859,10355,the the the the the the the
8860,10264,the the the the the the the
8861,10290,the the the the the the the
8862,10555,the the the the the the the
8863,10852,the the the the the the the
8864,10838,the the the the the the the
8865,10741,the the the the the the the
8866,10746,the the the the the the the
8867,11172,the the the the the the the
8868,10453,the the the the the the the
8869,10449,the the the the the the the
8870,11421,the the the the the the the
8871,10666,the the the the the the the
8872,10392,the the the the the the the
8873,10371,the the the the the the the
8874,11359,the the the the the the the
8875,10564,the the the the the the the
8876,10517,the the the the the the the
8877,10637,the the the the the the the
8878,10628,the the the the the the the
8879,10561,the the the the the the the
8880,10655,the the the the the the the
8881,10551,the the the the the the the
8882,10796,the the the the the the the
8883,11367,the the the the the the the
8884,10897,the the the the the the the
8885,11970,the the the the the the the
8886,10487,the the the the the the the
8887,11708,the the the the the the the
8888,10438,the the the the the the the
8889,10395,the the the the the the the
8890,10398,the the the the the the the
8891,10306,the the the the the the the
8892,10427,the the the the the the the
8893,10375,the the the the the the the
8894,11332,the the the the the the the
8895,11692,the the the the the the the
8896,11400,the the the the the the the
8897,10560,the the the the the the the
8898,10475,the the the the the the the
8899,10590,the the the the the the the
8900,10484,the the the the the the the
8901,10627,the the the the the the the
8902,11025,the the the the the the the
8903,11096,the the the the the the the
8904,11192,the the the the the the the
8905,10226,the the the the the the the
8906,10288,the the the the the the the
8907,10350,the the the the the the the
8908,10951,the the the the the the the
8909,10155,the the the the the the the
8910,10335,the the the the the the the
8911,10319,the the the the the the the
8912,11303,the the the the the the the
8913,10451,the the the the the the the
8914,12127,the the the the the the the
8915,10223,the the the the the the the
8916,10199,the the the the the the the
8917,10423,the the the the the the the
8918,10675,the the the the the the the
8919,10614,the the the the the the the
8920,11193,the the the the the the the
8921,10250,the the the the the the the
8922,10481,the the the the the the the
8923,10674,the the the the the the the
8924,10895,the the the the the the the
8925,10756,the the the the the the the
8926,11301,the the the the the the the
8927,10666,the the the the the the the
8928,10516,the the the the the the the
8929,10454,the the the the the the the
8930,10371,the the the the the the the
8931,10470,the the the the the the the
8932,10270,the the the the the the the
8933,10480,the the the the the the the
8934,10468,the the the the the the the
8935,10383,the the the the the the the
8936,10866,the the the the the the the
8937,10413,the the the the the the the
8938,10312,the the the the the the the
8939,11759,the the the the the the the
8940,10461,the the the the the the the
8941,10861,the the the the the the the
8942,10091,the the the the the the the
8943,10169,the the the the the the the
8944,10414,the the the the the the the
8945,10243,the the the the the the the
8946,10056,the the the the the the the
8947,10205,the the the the the the the
8948,11315,the the the the the the the
8949,10142,the the the the the the the
8950,10201,the the the the the the the
8951,10132,the the the the the the the
8952,10256,the the the the the the the
8953,11197,the the the the the the the
8954,10688,the the the the the the the
8955,10365,the the the the the the the
8956,10291,the the the the the the the
8957,10049,the the the the the the the
8958,10184,the the the the the the the
8959,10185,the the the the the the the
8960,10050,the the the the the the the
8961,9999,the the the the the the the
8962,10023,the the the the the the the
8963,10957,the the the the the the the
8964,10104,the the the the the the the
8965,10318,the the the the the the the
8966,10046,the the the the the the the
8967,10516,the the the the the the the
8968,10276,the the the the the the the
8969,10214,the the the the the the the
8970,10025,the the the the the the the
8971,10458,the the the the the the the
8972,10073,the the the the the the the
8973,10141,the the the the the the the
8974,10034,the the the the the the the
8975,10691,the the the the the the the
8976,10013,the the the the the the the
8977,10104,the the the the the the the
8978,10111,the the the the the the the
8979,10470,the the the the the the the
8980,10058,the the the the the the the
8981,10131,the the the the the the the
8982,10073,the the the the the the the
8983,10329,the the the the the the the
8984,9935,the the the the the the the
8985,10082,the the the the the the the
8986,10054,the the the the the the the
8987,10264,the the the the the the the
8988,9979,the the the the the the the
8989,10408,the the the the the the the
8990,10072,the the the the the the the
8991,10308,the the the the the the the
8992,10216,the the the the the the the
8993,10161,the the the the the the the
8994,10145,the the the the the the the
8995,10280,the the the the the the the
8996,9980,the the the the the the the
8997,10174,the the the the the the the
8998,10397,the the the the the the the
8999,10444,the the the the the the the
9000,10370,the the the the the the the
9001,10078,the the the the the the the
9002,10033,the the the the the the the
9003,10041,the the the the the the the
9004,10076,the the the the the the the
9005,10031,the the the the the the the
9006,10044,the the the the the the the
9007,10023,the the the the the the the
9008,10612,the the the the the the the
9009,10423,the the the the the the the
9010,10104,the the the the the the the
9011,10299,the the the the the the the
9012,10956,the the the the the the the
9013,10162,the the the the the the the
9014,10321,the the the the the the the
9015,10134,the the the the the the the
9016,10094,the the the the the the the
9017,10257,the the the the the the the
9018,10305,the the the the the the the
9019,10351,the the the the the the the
9020,11731,the the the the the the the
9021,10228,the the the the the the the
9022,10638,the the the the the the the
9023,10112,the the the the the the the
9024,10516,the the the the the the the
9025,10835,the the the the the the the
9026,10117,the the the the the the the
9027,10317,the the the the the the the
9028,11518,the the the the the the the
9029,10711,the the the the the the the
9030,10353,the the the the the the the
9031,10289,the the the the the the the
9032,10303,the the the the the the the
9033,10122,the the the the the the the
9034,11073,the the the the the the the
9035,10236,the the the the the the the
9036,10293,the the the the the the the
9037,11209,the the the the the the the
9038,10548,the the the the the the the
9039,10553,the the the the the the the
9040,10753,the the the the the the the
9041,10205,the the the the the the the
9042,10296,the the the the the the the
9043,10298,the the the the the the the
9044,11413,the the the the the the the
9045,10510,the the the the the the the
9046,10753,the the the the the the the
9047,10198,the the the the the the the
9048,10829,the the the the the the the
9049,10972,the the the the the the the
9050,10135,the the the the the the the
9051,11519,the the the the the the the
9052,11008,the the the the the the the
9053,10662,the the the the the the the
9054,11009,the the the the the the the
9055,12806,the the the the the the the
9056,11460,the the the the the the the
9057,10300,the the the the the the the
9058,11107,the the the the the the the
9059,10232,the the the the the the the
9060,10098,the the the the the the the
9061,10279,the the the the the the the
9062,10998,the the the the the the the
9063,10161,the the the the the the the
9064,11377,the the the the the the the
9065,10074,the the the the the the the
9066,10103,the the the the the the the
9067,10705,the the the the the the the
9068,10939,the the the the the the the
9069,10330,the the the the the the the
9070,10471,the the the the the the the
9071,11379,the the the the the the the
9072,10603,the the the the the the the
9073,10574,the the the the the the the
9074,10730,the the the the the the the
9075,10852,the the the the the the the
9076,10085,the the the the the the the
9077,10259,the the the the the the the
9078,10199,the the the the the the the
9079,10113,the the the the the the the
9080,11159,the the the the the the the
9081,10073,the the the the the the the
9082,10057,the the the the the the the
9083,10103,the the the the the the the
9084,10392,the the the the the the the
9085,11115,the the the the the the the
9086,10349,the the the the the the the
9087,10188,the the the the the the the
9088,10473,the the the the the the the
9089,11015,the the the the the the the
9090,10440,the the the the the the the
9091,10138,the the the the the the the
9092,10343,the the the the the the the
9093,10317,the the the the the the the
9094,10263,the the the the the the the
9095,10219,the the the the the the the
9096,10918,the the the the the the the
9097,10111,the the the the the the the
9098,10207,the the the the the the the
9099,11152,the the the the the the the
9100,9945,the the the the the the the
9101,10555,the the the the the the the
9102,10132,the the the the the the the
9103,10042,the the the the the the the
9104,10125,the the the the the the the
9105,10308,the the the the the the the
9106,10070,the the the the the the the
9107,10204,the the the the the the the
9108,10083,the the the the the the the
9109,10119,the the the the the the the
9110,9946,the the the the the the the
9111,10127,the the the the the the the
9112,10037,the the the the the the the
9113,10081,the the the the the the the
9114,10181,the the the the the the the
9115,10146,the the the the the the the
9116,9903,the the the the the the the
9117,10134,the the the the the the the
9118,10039,the the the the the the the
9119,10097,the the the the the the the
9120,9957,the the the the the the the
9121,10514,the the the the the the the
9122,10296,the the the the the the the
9123,10354,the the the the the the the
9124,10419,the the the the the the the
9125,10671,the the the the the the the
9126,11577,the the the the the the the
9127,10929,the the the the the the the
9128,11296,the the the the the the the
9129,10669,the the the the the the the
9130,11189,the the the the the the the
9131,10701,the the the the the the the
9132,10608,the the the the the the the
9133,10535,the the the the the the the
9134,10623,the the the the the the the
9135,10406,the the the the the the the
9136,10475,the the the the the the the
9137,10265,the the the the the the the
9138,10479,the the the the the the the
9139,10355,the the the the the the the
9140,11695,the the the the the the the
9141,10440,the the the the the the the
9142,10531,the the the the the the the
9143,11764,the the the the the the the
9144,10443,the the the the the the the
9145,10372,the the the the the the the
9146,10341,the the the the the the the
9147,10444,the the the the the the the
9148,10432,the the the the the the the
9149,10303,the the the the the the the
9150,10283,the the the the the the the
9151,11762,the the the the the the the
9152,10347,the the the the the the the
9153,10292,the the the the the the the
9154,10369,the the the the the the the
9155,10695,the the the the the the the
9156,10309,the the the the the the the
9157,10578,the the the the the the the
9158,10568,the the the the the the the
9159,10301,the the the the the the the
9160,10657,the the the the the the the
9161,10847,the the the the the the the
9162,10636,the the the the the the the
9163,10427,the the the the the the the
9164,11133,the the the the the the the
9165,10288,the the the the the the the
9166,10361,the the the the the the the
9167,11413,the the the the the the the
9168,10779,the the the the the the the
9169,10332,the the the the the the the
9170,10274,the the the the the the the
9171,11393,the the the the the the the
9172,11043,the the the the the the the
9173,10930,the the the the the the the
9174,10399,the the the the the the the
9175,10158,the the the the the the the
9176,10406,the the the the the the the
9177,10243,the the the the the the the
9178,10123,the the the the the the the
9179,10064,the the the the the the the
9180,11187,the the the the the the the
9181,10540,the the the the the the the
9182,10203,the the the the the the the
9183,10919,the the the the the the the
9184,10269,the the the the the the the
9185,10170,the the the the the the the
9186,10500,the the the the the the the
9187,10393,the the the the the the the
9188,10128,the the the the the the the
9189,10259,the the the the the the the
9190,10029,the the the the the the the
9191,10062,the the the the the the the
9192,10095,the the the the the the the
9193,10303,the the the the the the the
9194,10177,the the the the the the the
9195,9998,the the the the the the the
9196,10089,the the the the the the the
9197,10272,the the the the the the the
9198,10556,the the the the the the the
9199,10424,the the the the the the the
9200,10674,the the the the the the the
9201,10047,the the the the the the the
9202,10267,the the the the the the the
9203,10028,the the the the the the the
9204,10363,the the the the the the the
9205,11361,the the the the the the the
9206,10276,the the the the the the the
9207,10146,the the the the the the the
9208,10425,the the the the the the the
9209,10258,the the the the the the the
9210,10716,the the the the the the the
9211,10301,the the the the the the the
9212,11188,the the the the the the the
9213,10223,the the the the the the the
9214,10349,the the the the the the the
9215,10229,the the the the the the the
9216,10194,the the the the the the the
9217,10255,the the the the the the the
9218,11351,the the the the the the the
9219,10174,the the the the the the the
9220,10158,the the the the the the the
9221,10215,the the the the the the the
9222,10182,the the the the the the the
9223,10661,the the the the the the the
9224,10352,the the the the the the the
9225,10448,the the the the the the the
9226,11191,the the the the the the the
9227,10333,the the the the the the the
9228,10440,the the the the the the the
9229,10339,the the the the the the the
9230,10192,the the the the the the the
9231,10295,the the the the the the the
9232,11488,the the the the the the the
9233,10297,the the the the the the the
9234,10219,the the the the the the the
9235,10839,the the the the the the the
9236,10408,the the the the the the the
9237,10257,the the the the the the the
9238,11236,the the the the the the the
9239,10130,the the the the the the the
9240,10174,the the the the the the the
9241,10327,the the the the the the the
9242,10859,the the the the the the the
9243,10371,the the the the the the the
9244,10470,the the the the the the the
9245,10555,the the the the the the the
9246,10301,the the the the the the the
9247,10254,the the the the the the the
9248,10489,the the the the the the the
9249,10315,the the the the the the the
9250,10329,the the the the the the the
9251,10235,the the the the the the the
9252,11022,the the the the the the the
9253,11321,the the the the the the the
9254,10278,the the the the the the the
9255,10290,the the the the the the the
9256,10263,the the the the the the the
9257,10314,the the the the the the the
9258,10706,the the the the the the the
9259,10267,the the the the the the the
9260,10674,the the the the the the the
9261,10870,the the the the the the the
9262,10235,the the the the the the the
9263,10218,the the the the the the the
9264,10169,the the the the the the the
9265,10143,the the the the the the the
9266,10204,the the the the the the the
9267,10005,the the the the the the the
9268,10062,the the the the the the the
9269,10234,the the the the the the the
9270,10839,the the the the the the the
9271,10070,the the the the the the the
9272,10444,the the the the the the the
9273,9960,the the the the the the the
9274,9947,the the the the the the the
9275,10857,the the the the the the the
9276,10041,the the the the the the the
9277,10462,the the the the the the the
9278,10032,the the the the the the the
9279,10319,the the the the the the the
9280,10145,the the the the the the the
9281,10794,the the the the the the the
9282,10221,the the the the the the the
9283,10253,the the the the the the the
9284,10071,the the the the the the the
9285,10387,the the the the the the the
9286,10025,the the the the the the the
9287,10378,the the the the the the the
9288,10062,the the the the the the the
9289,10739,the the the the the the the
9290,10061,the the the the the the the
9291,10353,the the the the the the the
9292,10202,the the the the the the the
9293,10596,the the the the the the the
9294,10083,the the the the the the the
9295,10212,the the the the the the the
9296,10155,the the the the the the the
9297,10290,the the the the the the the
9298,10161,the the the the the the the
9299,10290,the the the the the the the
9300,10229,the the the the the the the
9301,10367,the the the the the the the
9302,10108,the the the the the the the
9303,10085,the the the the the the the
9304,10489,the the the the the the the
9305,10765,the the the the the the the
9306,9951,the the the the the the the
9307,10155,the the the the the the the
9308,10127,the the the the the the the
9309,10378,the the the the the the the
9310,10031,the the the the the the the
9311,10313,the the the the the the the
9312,10110,the the the the the the the
9313,10251,the the the the the the the
9314,9979,the the the the the the the
9315,10357,the the the the the the the
9316,10148,the the the the the the the
9317,10318,the the the the the the the
9318,10083,the the the the the the the
9319,10130,the the the the the the the
9320,10268,the the the the the the the
9321,10314,the the the the the the the
9322,10078,the the the the the the the
9323,10381,the the the the the the the
9324,10072,the the the the the the the
9325,10359,the the the the the the the
9326,10078,the the the the the the the
9327,10125,the the the the the the the
9328,10180,the the the the the the the
9329,10271,the the the the the the the
9330,9947,the the the the the the the
9331,10163,the the the the the the the
9332,10144,the the the the the the the
9333,10292,the the the the the the the
9334,10027,the the the the the the the
9335,10096,the the the the the the the
9336,10143,the the the the the the the
9337,10388,the the the the the the the
9338,10062,the the the the the the the
9339,10091,the the the the the the the
9340,10161,the the the the the the the
9341,10035,the the the the the the the
9342,10691,the the the the the the the
9343,9946,the the the the the the the
9344,10013,the the the the the the the
9345,10050,the the the the the the the
9346,10081,the the the the the the the
9347,10008,the the the the the the the
9348,10040,the the the the the the the
9349,10010,the the the the the the the
9350,10083,the the the the the the the
9351,10032,the the the the the the the
9352,10087,the the the the the the the
9353,10002,the the the the the the the
9354,9959,the the the the the the the
9355,10001,the the the the the the the
9356,10076,the the the the the the the
9357,10127,the the the the the the the
9358,9968,the the the the the the the
9359,10020,the the the the the the the
9360,10111,the the the the the the the
9361,10593,the the the the the the the
9362,9933,the the the the the the the
9363,10324,the the the the the the the
9364,10064,the the the the the the the
9365,10004,the the the the the the the
9366,9940,the the the the the the the
9367,9904,the the the the the the the
9368,10029,the the the the the the the
9369,9957,the the the the the the the
9370,10006,the the the the the the the
9371,9960,the the the the the the the
9372,10024,the the the the the the the
9373,9927,the the the the the the the
9374,9916,the the the the the the the
9375,9948,the the the the the the the
9376,10332,the the the the the the the
9377,9922,the the the the the the the
9378,9946,the the the the the the the
9379,9913,the the the the the the the
9380,9950,the the the the the the the
9381,9870,the the the the the the the
9382,9917,the the the the the the the
9383,9891,the the the the the the the
9384,10036,the the the the the the the
9385,9918,the the the the the the the
9386,9907,the the the the the the the
9387,9895,the the the the the the the
9388,10004,the the the the the the the
9389,9915,the the the the the the the
9390,9876,the the the the the the the
9391,9903,the the the the the the the
9392,10020,the the the the the the the
9393,10063,the the the the the the the
9394,9956,the the the the the the the
9395,10223,the the the the the the the
9396,10028,the the the the the the the
9397,9963,the the the the the the the
9398,9960,the the the the the the the
9399,9975,the the the the the the the
9400,10227,the the the the the the the
9401,10190,the the the the the the the
9402,11383,the the the the the the the
9403,10690,the the the the the the the
9404,10302,the the the the the the the
9405,10224,the the the the the the the
9406,10194,the the the the the the the
9407,10784,the the the the the the the
9408,10627,the the the the the the the
9409,10505,the the the the the the the
9410,10011,the the the the the the the
9411,10228,the the the the the the the
9412,10033,the the the the the the the
9413,10265,the the the the the the the
9414,10092,the the the the the the the
9415,10195,the the the the the the the
9416,10028,the the the the the the the
9417,10286,the the the the the the the
9418,10036,the the the the the the the
9419,10218,the the the the the the the
9420,9995,the the the the the the the
9421,10334,the the the the the the the
9422,10094,the the the the the the the
9423,10061,the the the the the the the
9424,10061,the the the the the the the
9425,10171,the the the the the the the
9426,10158,the the the the the the the
9427,10091,the the the the the the the
9428,10142,the the the the the the the
9429,10006,the the the the the the the
9430,10293,the the the the the the the
9431,10094,the the the the the the the
9432,10065,the the the the the the the
9433,10175,the the the the the the the
9434,10030,the the the the the the the
9435,10072,the the the the the the the
9436,10414,the the the the the the the
9437,10134,the the the the the the the
9438,10105,the the the the the the the
9439,10059,the the the the the the the
9440,10087,the the the the the the the
9441,10096,the the the the the the the
9442,10085,the the the the the the the
9443,10011,the the the the the the the
9444,10086,the the the the the the the
9445,10172,the the the the the the the
9446,10011,the the the the the the the
9447,10012,the the the the the the the
9448,9933,the the the the the the the
9449,9909,the the the the the the the
9450,10233,the the the the the the the
9451,11177,the the the the the the the
9452,10417,the the the the the the the
9453,10941,the the the the the the the
9454,10060,the the the the the the the
9455,10480,the the the the the the the
9456,10175,the the the the the the the
9457,10434,the the the the the the the
9458,10115,the the the the the the the
9459,10415,the the the the the the the
9460,10391,the the the the the the the
9461,10344,the the the the the the the
9462,10001,the the the the the the the
9463,10237,the the the the the the the
9464,10260,the the the the the the the
9465,10617,the the the the the the the
9466,10030,the the the the the the the
9467,10513,the the the the the the the
9468,10039,the the the the the the the
9469,10543,the the the the the the the
9470,10109,the the the the the the the
9471,10650,the the the the the the the
9472,10949,the the the the the the the
9473,10210,the the the the the the the
9474,10106,the the the the the the the
9475,10159,the the the the the the the
9476,10369,the the the the the the the
9477,10052,the the the the the the the
9478,10275,the the the the the the the
9479,10206,the the the the the the the
9480,10489,the the the the the the the
9481,10356,the the the the the the the
9482,10516,the the the the the the the
9483,10585,the the the the the the the
9484,10866,the the the the the the the
9485,10259,the the the the the the the
9486,10234,the the the the the the the
9487,10214,the the the the the the the
9488,11257,the the the the the the the
9489,10175,the the the the the the the
9490,10249,the the the the the the the
9491,10280,the the the the the the the
9492,10164,the the the the the the the
9493,10242,the the the the the the the
9494,11335,the the the the the the the
9495,10306,the the the the the the the
9496,10425,the the the the the the the
9497,10233,the the the the the the the
9498,10879,the the the the the the the
9499,10550,the the the the the the the
9500,10170,the the the the the the the
9501,10332,the the the the the the the
9502,10039,the the the the the the the
9503,10127,the the the the the the the
9504,10258,the the the the the the the
9505,10083,the the the the the the the
9506,10260,the the the the the the the
9507,10273,the the the the the the the
9508,10475,the the the the the the the
9509,10596,the the the the the the the
9510,10362,the the the the the the the
9511,10210,the the the the the the the
9512,10396,the the the the the the the
9513,10004,the the the the the the the
9514,10033,the the the the the the the
9515,10057,the the the the the the the
9516,10052,the the the the the the the
9517,10084,the the the the the the the
9518,10006,the the the the the the the
9519,10044,the the the the the the the
9520,10080,the the the the the the the
9521,10016,the the the the the the the
9522,10009,the the the the the the the
9523,10097,the the the the the the the
9524,10227,the the the the the the the
9525,10101,the the the the the the the
9526,10039,the the the the the the the
9527,10343,the the the the the the the
9528,10011,the the the the the the the
9529,10051,the the the the the the the
9530,10224,the the the the the the the
9531,10787,the the the the the the the
9532,10121,the the the the the the the
9533,11080,the the the the the the the
9534,10206,the the the the the the the
9535,10099,the the the the the the the
9536,11225,the the the the the the the
9537,9997,the the the the the the the
9538,10284,the the the the the the the
9539,10084,the the the the the the the
9540,10542,the the the the the the the
9541,10111,the the the the the the the
9542,10182,the the the the the the the
9543,10063,the the the the the the the
9544,10429,the the the the the the the
9545,10031,the the the the the the the
9546,10138,the the the the the the the
9547,10002,the the the the the the the
9548,10824,the the the the the the the
9549,10259,the the the the the the the
9550,10109,the the the the the the the
9551,10094,the the the the the the the
9552,10422,the the the the the the the
9553,10341,the the the the the the the
9554,10760,the the the the the the the
9555,10982,the the the the the the the
9556,10040,the the the the the the the
9557,10087,the the the the the the the
9558,9970,the the the the the the the
9559,10236,the the the the the the the
9560,10090,the the the the the the the
9561,10210,the the the the the the the
9562,9904,the the the the the the the
9563,10359,the the the the the the the
9564,9919,the the the the the the the
9565,9953,the the the the the the the
9566,9917,the the the the the the the
9567,10066,the the the the the the the
9568,9922,the the the the the the the
9569,9945,the the the the the the the
9570,10017,the the the the the the the
9571,10036,the the the the the the the
9572,9894,the the the the the the the
9573,9919,the the the the the the the
9574,10418,the the the the the the the
9575,10094,the the the the the the the
9576,9995,the the the the the the the
9577,10163,the the the the the the the
9578,9916,the the the the the the the
9579,10121,the the the the the the the
9580,10200,the the the the the the the
9581,10069,the the the the the the the
9582,9998,the the the the the the the
9583,10241,the the the the the the the
9584,10095,the the the the the the the
9585,10012,the the the the the the the
9586,10087,the the the the the the the
9587,10120,the the the the the the the
9588,10472,the the the the the the the
9589,10387,the the the the the the the
9590,11285,the the the the the the the
9591,10847,the the the the the the the
9592,10422,the the the the the the the
9593,10497,the the the the the the the
9594,10175,the the the the the the the
9595,10079,the the the the the the the
9596,10391,the the the the the the the
9597,10511,the the the the the the the
9598,10556,the the the the the the the
9599,10369,the the the the the the the
9600,10295,the the the the the the the
9601,11404,the the the the the the the
9602,11062,the the the the the the the
9603,10251,the the the the the the the
9604,10651,the the the the the the the
9605,10856,the the the the the the the
9606,10528,the the the the the the the
9607,10420,the the the the the the the
9608,10957,the the the the the the the
9609,10585,the the the the the the the
9610,10343,the the the the the the the
9611,10418,the the the the the the the
9612,11381,the the the the the the the
9613,10464,the the the the the the the
9614,10761,the the the the the the the
9615,11147,the the the the the the the
9616,10331,the the the the the the the
9617,10977,the the the the the the the
9618,11649,the the the the the the the
9619,10998,the the the the the the the
9620,11057,the the the the the the the
9621,10603,the the the the the the the
9622,11426,the the the the the the the
9623,10494,the the the the the the the
9624,11414,the the the the the the the
9625,10797,the the the the the the the
9626,10403,the the the the the the the
9627,10647,the the the the the the the
9628,10491,the the the the the the the
9629,11149,the the the the the the the
9630,10717,the the the the the the the
9631,12423,the the the the the the the
9632,10793,the the the the the the the
9633,10392,the the the the the the the
9634,10272,the the the the the the the
9635,10500,the the the the the the the
9636,12115,the the the the the the the
9637,10719,the the the the the the the
9638,10932,the the the the the the the
9639,10615,the the the the the the the
9640,11634,the the the the the the the
9641,10453,the the the the the the the
9642,11802,the the the the the the the
9643,10242,the the the the the the the
9644,10544,the the the the the the the
9645,10165,the the the the the the the
9646,10134,the the the the the the the
9647,11190,the the the the the the the
9648,10159,the the the the the the the
9649,9921,the the the the the the the
9650,10292,the the the the the the the
9651,9980,the the the the the the the
9652,10341,the the the the the the the
9653,11190,the the the the the the the
9654,10450,the the the the the the the
9655,10544,the the the the the the the
9656,11364,the the the the the the the
9657,10216,the the the the the the the
9658,10262,the the the the the the the
9659,11002,the the the the the the the
9660,10661,the the the the the the the
9661,10499,the the the the the the the
9662,10345,the the the the the the the
9663,11530,the the the the the the the
9664,10392,the the the the the the the
9665,10085,the the the the the the the
9666,10648,the the the the the the the
9667,10376,the the the the the the the
9668,11149,the the the the the the the
9669,10142,the the the the the the the
9670,10799,the the the the the the the
9671,11849,the the the the the the the
9672,10436,the the the the the the the
9673,10376,the the the the the the the
9674,10755,the the the the the the the
9675,10623,the the the the the the the
9676,10694,the the the the the the the
9677,11924,the the the the the the the
9678,10126,the the the the the the the
9679,11171,the the the the the the the
9680,10366,the the the the the the the
9681,11011,the the the the the the the
9682,10651,the the the the the the the
9683,10323,the the the the the the the
9684,11185,the the the the the the the
9685,10323,the the the the the the the
9686,11135,the the the the the the the
9687,10397,the the the the the the the
9688,10304,the the the the the the the
9689,10489,the the the the the the the
9690,10587,the the the the the the the
9691,10506,the the the the the the the
9692,10686,the the the the the the the
9693,10491,the the the the the the the
9694,11210,the the the the the the the
9695,10857,the the the the the the the
9696,10700,the the the the the the the
9697,11258,the the the the the the the
9698,10407,the the the the the the the
9699,11694,the the the the the the the
9700,10319,the the the the the the the
9701,10255,the the the the the the the
9702,10438,the the the the the the the
9703,10376,the the the the the the the
9704,10247,the the the the the the the
9705,10185,the the the the the the the
9706,11020,the the the the the the the
9707,10308,the the the the the the the
9708,10165,the the the the the the the
9709,10391,the the the the the the the
9710,10648,the the the the the the the
9711,10231,the the the the the the the
9712,10249,the the the the the the the
9713,10259,the the the the the the the
9714,10216,the the the the the the the
9715,10613,the the the the the the the
9716,11274,the the the the the the the
9717,10189,the the the the the the the
9718,10042,the the the the the the the
9719,10300,the the the the the the the
9720,10081,the the the the the the the
9721,10413,the the the the the the the
9722,10891,the the the the the the the
9723,10038,the the the the the the the
9724,10426,the the the the the the the
9725,10293,the the the the the the the
9726,10444,the the the the the the the
9727,10057,the the the the the the the
9728,10300,the the the the the the the
9729,10380,the the the the the the the
9730,10212,the the the the the the the
9731,9933,the the the the the the the
9732,10313,the the the the the the the
9733,10017,the the the the the the the
9734,10570,the the the the the the the
9735,10102,the the the the the the the
9736,10212,the the the the the the the
9737,10702,the the the the the the the
9738,10371,the the the the the the the
9739,10015,the the the the the the the
9740,10052,the the the the the the the
9741,9931,the the the the the the the
9742,10296,the the the the the the the
9743,9903,the the the the the the the
9744,10239,the the the the the the the
9745,10037,the the the the the the the
9746,10118,the the the the the the the
9747,10003,the the the the the the the
9748,10125,the the the the the the the
9749,10215,the the the the the the the
9750,10166,the the the the the the the
9751,9992,the the the the the the the
9752,10116,the the the the the the the
9753,9988,the the the the the the the
9754,10149,the the the the the the the
9755,10146,the the the the the the the
9756,10124,the the the the the the the
9757,10080,the the the the the the the
9758,10178,the the the the the the the
9759,10026,the the the the the the the
9760,10186,the the the the the the the
9761,9982,the the the the the the the
9762,10005,the the the the the the the
9763,9885,the the the the the the the
