Document Count,Indexing Duration
3242,135.583µs
3243,53.708µs
3244,205.5µs
3245,47.292µs
3246,217.667µs
3247,84.708µs
3248,87.667µs
3249,67.125µs
3250,2.291µs
3251,46.583µs
3252,99.291µs
3253,98.167µs
3254,171.666µs
3255,68.167µs
3256,82.375µs
3257,80.334µs
3258,174.333µs
3259,81.625µs
3260,35.25µs
3261,85.875µs
3262,114.834µs
3263,287.459µs
3264,41.333µs
3265,94.417µs
3266,79µs
3267,65.958µs
3268,103.25µs
3269,120.875µs
3270,101.791µs
3271,2.25µs
3272,35.375µs
3273,68.917µs
3274,123.5µs
3275,265.541µs
3276,112.875µs
3277,250.209µs
3278,162.792µs
3279,245.5µs
3280,135.541µs
3281,121.084µs
3282,103.125µs
3283,219.833µs
3284,132.417µs
3285,105µs
3286,98.375µs
3287,12.833µs
3288,34.125µs
3289,40.125µs
3290,23.917µs
3291,36.666µs
3292,15.583µs
3293,43.459µs
3294,3.875µs
3295,61.416µs
3296,45.625µs
3297,61.75µs
3298,15.666µs
3299,60.084µs
3300,6µs
3301,4.5µs
3302,71.042µs
3303,39.292µs
3304,45.834µs
3305,61.625µs
3306,15.208µs
3307,105.208µs
3308,10.166µs
3309,272.125µs
3310,2.458µs
3311,67.75µs
3312,141.167µs
3313,85.333µs
3314,63.083µs
3315,152.375µs
3316,76.083µs
3317,87.5µs
3318,83.625µs
3319,49µs
3320,67.375µs
3321,38µs
3322,328.083µs
3323,136.875µs
3324,26.208µs
3325,117µs
3326,176.791µs
3327,208.459µs
3328,133.584µs
3329,228.125µs
3330,83.709µs
3331,95µs
3332,64.375µs
3333,21.083µs
3334,56.583µs
3335,372.875µs
3336,129.834µs
3337,36.125µs
3338,13.833µs
3339,22.125µs
3340,23.666µs
3341,39.417µs
3342,46.25µs
3343,104.25µs
3344,48.167µs
3345,114.167µs
3346,130.542µs
3347,112.083µs
3348,2.208µs
3349,40.916µs
3350,42.958µs
3351,43.167µs
3352,98.375µs
3353,277.75µs
3354,34.417µs
3355,177.083µs
3356,66.875µs
3357,137.75µs
3358,85.5µs
3359,93.417µs
3360,81.208µs
3361,44.625µs
3362,98.958µs
3363,136.292µs
3364,41.25µs
3365,64.75µs
3366,43.25µs
3367,186.708µs
3368,49.041µs
3369,152.5µs
3370,2.25µs
3371,269.125µs
3372,20.541µs
3373,114.25µs
3374,11.667µs
3375,120.75µs
3376,46.25µs
3377,162.166µs
3378,141.125µs
3379,225.625µs
3380,111µs
3381,153.375µs
3382,70.459µs
3383,135.417µs
3384,99.458µs
3385,95.167µs
3386,162.833µs
3387,164.708µs
3388,357.75µs
3389,98.417µs
3390,56.25µs
3391,6.292µs
3392,76.667µs
3393,41.625µs
3394,35.416µs
3395,101.083µs
3396,34µs
3397,2.292µs
3398,92.917µs
3399,145.5µs
3400,231.041µs
3401,93.916µs
3402,97.5µs
3403,50.625µs
3404,204.709µs
3405,112.917µs
3406,144.125µs
3407,179.625µs
3408,154.958µs
3409,68µs
3410,366.958µs
3411,98.042µs
3412,128.541µs
3413,66.25µs
3414,51.792µs
3415,113.209µs
3416,129.459µs
3417,104.625µs
3418,124.958µs
3419,92.959µs
3420,48.584µs
3421,2.292µs
3422,334.125µs
3423,141.375µs
3424,162.208µs
3425,71.167µs
3426,54µs
3427,105.042µs
3428,79.708µs
3429,33.667µs
3430,78.666µs
3431,21.375µs
3432,48.709µs
3433,70.583µs
3434,156.75µs
3435,44.083µs
3436,15.458µs
3437,23.833µs
3438,46.709µs
3439,224.417µs
3440,122.458µs
3441,124.208µs
3442,163.5µs
3443,172.708µs
3444,133.75µs
3445,199.583µs
3446,310.375µs
3447,53.833µs
3448,56.375µs
3449,168.917µs
3450,99.916µs
3451,42.75µs
3452,55.417µs
3453,27.833µs
3454,85.5µs
3455,20.167µs
3456,31.667µs
3457,90.5µs
3458,34.792µs
3459,2.375µs
3460,43.375µs
3461,390.041µs
3462,68.959µs
3463,82.375µs
3464,58µs
3465,43.959µs
3466,92.791µs
3467,119.459µs
3468,120.542µs
3469,27.542µs
3470,98.584µs
3471,85.083µs
3472,121.333µs
3473,89.791µs
3474,8.583µs
3475,44.458µs
3476,82.666µs
3477,72.916µs
3478,94.709µs
3479,108µs
3480,144.541µs
3481,19.417µs
3482,28.042µs
3483,46.209µs
3484,43.417µs
3485,78.25µs
3486,48.958µs
3487,114.875µs
3488,29.834µs
3489,19.708µs
3490,60.084µs
3491,16.375µs
3492,27.833µs
3493,26.375µs
3494,40.458µs
3495,44.167µs
3496,25.208µs
3497,7.292µs
3498,91.583µs
3499,23.292µs
3500,34.542µs
3501,69.25µs
3502,165.917µs
3503,117.75µs
3504,136.833µs
3505,156.042µs
3506,140.083µs
3507,216.375µs
3508,197.375µs
3509,2.792µs
3510,182.417µs
3511,47.5µs
3512,64.792µs
3513,171.958µs
3514,32.791µs
3515,69.875µs
3516,63.083µs
3517,75.625µs
3518,24.458µs
3519,3.5µs
3520,91.708µs
3521,54.541µs
3522,83.209µs
3523,112.542µs
3524,248.709µs
3525,69.375µs
3526,2.625µs
3527,4.792µs
3528,159.708µs
3529,192.208µs
3530,158.458µs
3531,85.833µs
3532,67.584µs
3533,97.5µs
3534,15.875µs
3535,6.958µs
3536,35.459µs
3537,86.167µs
3538,151.625µs
3539,84.042µs
3540,104.292µs
3541,161.083µs
3542,108.875µs
3543,82.375µs
3544,53.792µs
3545,112.5µs
3546,48.958µs
3547,162.209µs
3548,42.875µs
3549,70.125µs
3550,81µs
3551,2.958µs
3552,46.042µs
3553,72.417µs
3554,73.833µs
3555,49.208µs
3556,22.791µs
3557,50.125µs
3558,126.083µs
3559,98.416µs
3560,164.417µs
3561,132.167µs
3562,85.541µs
3563,101.334µs
3564,151.709µs
3565,221.333µs
3566,75.25µs
3567,134.084µs
3568,173.583µs
3569,128.333µs
3570,69.958µs
3571,28.625µs
3572,124.959µs
3573,40.333µs
3574,59.958µs
3575,173.083µs
3576,65.167µs
3577,88.583µs
3578,81.5µs
3579,84.292µs
3580,23.333µs
3581,18.375µs
3582,2.25µs
3583,51.75µs
3584,49.208µs
3585,75.375µs
3586,131.375µs
3587,216.791µs
3588,42.375µs
3589,171.208µs
3590,39.5µs
3591,64.917µs
3592,220.166µs
3593,100.667µs
3594,274.209µs
3595,124.709µs
3596,65.459µs
3597,96.917µs
3598,52.417µs
3599,134.958µs
3600,261.917µs
3601,110.833µs
3602,25.875µs
3603,77.541µs
3604,204.542µs
3605,98.417µs
3606,159.792µs
3607,166.459µs
3608,188.333µs
3609,3.791µs
3610,3.5µs
3611,122.375µs
3612,96.667µs
3613,49.708µs
3614,58.75µs
3615,174.292µs
3616,95.792µs
3617,260.875µs
3618,58.792µs
3619,337.417µs
3620,3.625µs
3621,2.5µs
3622,107.916µs
3623,76.333µs
3624,116.834µs
3625,2.708µs
3626,47.625µs
3627,74.833µs
3628,160.25µs
3629,76.25µs
3630,276.375µs
3631,84.667µs
3632,18.375µs
3633,47.084µs
3634,3.459µs
3635,42.583µs
3636,2.542µs
3637,49.084µs
3638,152.667µs
3639,5.875µs
3640,18.833µs
3641,65.084µs
3642,58.375µs
3643,335.375µs
3644,89.042µs
3645,88.458µs
3646,56.25µs
3647,65.958µs
3648,91.958µs
3649,54.584µs
3650,166.791µs
3651,39.208µs
3652,72.833µs
3653,104.167µs
3654,39.208µs
3655,112.292µs
3656,197.208µs
3657,281.833µs
3658,271.208µs
3659,156µs
3660,125.167µs
3661,290.125µs
3662,130.25µs
3663,78.125µs
3664,41.25µs
3665,13.959µs
3666,12.5µs
3667,190.416µs
3668,3.5µs
3669,5.292µs
3670,9.875µs
3671,56.125µs
3672,12.792µs
3673,106.666µs
3674,96.458µs
3675,173.042µs
3676,88.458µs
3677,21µs
3678,54.625µs
3679,78.875µs
3680,108.583µs
3681,64.875µs
3682,32.542µs
3683,45.125µs
3684,115.791µs
3685,28.083µs
3686,29.375µs
3687,127.041µs
3688,70µs
3689,47.292µs
3690,20.708µs
3691,62.583µs
3692,1.166µs
3693,101.458µs
3694,115.166µs
3695,135.292µs
3696,66.916µs
3697,70.458µs
3698,108.75µs
3699,10.667µs
3700,45.041µs
3701,90.125µs
3702,14.25µs
3703,62.167µs
3704,40.5µs
3705,13.375µs
3706,67.042µs
3707,78.5µs
3708,39.166µs
3709,33.667µs
3710,39.25µs
3711,13.75µs
3712,52.125µs
3713,44.708µs
3714,18.833µs
3715,40.833µs
3716,15.5µs
3717,81.125µs
3718,4.292µs
3719,5.792µs
3720,8.708µs
3721,3.291µs
3722,13.25µs
3723,8.625µs
3724,4.5µs
3725,11.583µs
3726,9.125µs
3727,34.375µs
3728,4.25µs
3729,1.083µs
3730,26.917µs
3731,29.458µs
3732,219.458µs
3733,236.833µs
3734,3.375µs
3735,77.666µs
3736,173.625µs
3737,121.666µs
3738,25.709µs
3739,12.167µs
3740,35.333µs
3741,36.25µs
3742,181.584µs
3743,144.375µs
3744,195.875µs
3745,58.666µs
3746,108.083µs
3747,151.583µs
3748,140.167µs
3749,102.709µs
3750,41µs
3751,72.417µs
3752,10.167µs
3753,15.125µs
3754,50.291µs
3755,19.292µs
3756,86.792µs
3757,109.708µs
3758,75.833µs
3759,33.917µs
3760,5.375µs
3761,76.917µs
3762,63.791µs
3763,105.459µs
3764,26.375µs
3765,8.166µs
3766,33µs
3767,18.75µs
3768,6.625µs
3769,15.75µs
3770,1.625µs
3771,7.25µs
3772,20µs
3773,4.5µs
3774,4.958µs
3775,2.666µs
3776,2.875µs
3777,9.458µs
3778,3.208µs
3779,13.583µs
3780,40.084µs
3781,56.584µs
3782,18.042µs
3783,19.375µs
3784,19.458µs
3785,8.125µs
3786,37.958µs
3787,73.917µs
3788,13.083µs
3789,5.708µs
3790,4.334µs
3791,6.333µs
3792,35.834µs
3793,36µs
3794,63.917µs
3795,21.708µs
3796,19.917µs
3797,15.208µs
3798,7.5µs
3799,8.708µs
3800,37.5µs
3801,16.666µs
3802,4.125µs
3803,115.917µs
3804,28.458µs
3805,19.625µs
3806,31.75µs
3807,10.041µs
3808,36.917µs
3809,27.167µs
3810,47.792µs
3811,20.459µs
3812,19.166µs
3813,64.333µs
3814,45.417µs
3815,26.959µs
3816,8.125µs
3817,44.583µs
3818,10.125µs
3819,21.25µs
3820,42.625µs
3821,46.625µs
3822,32.333µs
3823,59.167µs
3824,61.333µs
3825,16.5µs
3826,8.459µs
3827,7.208µs
3828,20.667µs
3829,2.584µs
3830,12.125µs
3831,9µs
3832,3.333µs
3833,16.125µs
3834,30.5µs
3835,10.125µs
3836,60.75µs
3837,28.583µs
3838,118.333µs
3839,73.333µs
3840,49.833µs
3841,22.5µs
3842,6.458µs
3843,19.375µs
3844,26.375µs
3845,8.417µs
3846,25.125µs
3847,2.541µs
3848,87.667µs
3849,64.417µs
3850,94.791µs
3851,3.791µs
3852,80.5µs
3853,14.666µs
3854,18.417µs
3855,16.208µs
3856,20.667µs
3857,16.292µs
3858,7.459µs
3859,53.208µs
3860,12.417µs
3861,4.208µs
3862,9.834µs
3863,50.209µs
3864,14.25µs
3865,22.208µs
3866,6.958µs
3867,2.75µs
3868,45.917µs
3869,12.708µs
3870,8.375µs
3871,18.625µs
3872,16.084µs
3873,45.958µs
3874,10.584µs
3875,50.667µs
3876,19.333µs
3877,13.125µs
3878,8.041µs
3879,31.333µs
3880,57µs
3881,100.958µs
3882,172.834µs
3883,100.541µs
3884,1.083µs
3885,147.417µs
3886,118.875µs
3887,63.291µs
3888,95.125µs
3889,20.583µs
3890,34.333µs
3891,98.459µs
3892,106.5µs
3893,17.916µs
3894,19.375µs
3895,23.917µs
3896,8.834µs
3897,24.5µs
3898,16.917µs
3899,151.75µs
3900,12.459µs
3901,55.25µs
3902,13.958µs
3903,2.583µs
3904,16.209µs
3905,19.625µs
3906,39.417µs
3907,14.959µs
3908,1.667µs
3909,7.417µs
3910,4.917µs
3911,21.083µs
3912,67.875µs
3913,110.292µs
3914,24.334µs
3915,35.25µs
3916,15.167µs
3917,8.25µs
3918,19.375µs
3919,25.292µs
3920,6.709µs
3921,83.25µs
3922,13.291µs
3923,15.25µs
3924,36.833µs
3925,10.167µs
3926,6.625µs
3927,19.917µs
3928,39.25µs
3929,14.083µs
3930,27.166µs
3931,22.333µs
3932,5.666µs
3933,90.292µs
3934,28.041µs
3935,175.792µs
3936,139.792µs
3937,31.209µs
3938,120.959µs
3939,105.875µs
3940,107.458µs
3941,128.25µs
3942,10.625µs
3943,14.167µs
3944,12.042µs
3945,12.083µs
3946,22.083µs
3947,35.791µs
3948,53.833µs
3949,34.334µs
3950,14µs
3951,25.917µs
3952,36.583µs
3953,41.084µs
3954,35.833µs
3955,13.75µs
3956,5.208µs
3957,7.583µs
3958,5.875µs
3959,20.292µs
3960,10.292µs
3961,10.25µs
3962,5.375µs
3963,22.75µs
3964,7.625µs
3965,39.084µs
3966,1.708µs
3967,2.25µs
3968,15.791µs
3969,17.625µs
3970,27.583µs
3971,26.958µs
3972,28.5µs
3973,5.959µs
3974,50.042µs
3975,12.792µs
3976,11.5µs
3977,2.333µs
3978,40.875µs
3979,6µs
3980,21.5µs
3981,30.75µs
3982,20.417µs
3983,22.542µs
3984,8.333µs
3985,52.916µs
3986,1.708µs
3987,10.834µs
3988,2.75µs
3989,73.042µs
3990,29.459µs
3991,52.208µs
3992,20.291µs
3993,4.292µs
3994,17.834µs
3995,14.542µs
3996,3µs
3997,29.792µs
3998,10.875µs
3999,26.583µs
4000,30.125µs
4001,80.042µs
4002,31.042µs
4003,138.459µs
4004,25.25µs
4005,151.959µs
4006,14.209µs
4007,93.583µs
4008,58.708µs
4009,73.875µs
4010,19.042µs
4011,13.916µs
4012,115.667µs
4013,15.333µs
4014,1.709µs
4015,1.708µs
4016,10.458µs
4017,16.083µs
4018,154µs
4019,27.875µs
4020,15.458µs
4021,27.291µs
4022,1.166µs
4023,182.25µs
4024,60.042µs
4025,107.625µs
4026,147.916µs
4027,111µs
4028,73.417µs
4029,108.25µs
4030,74.875µs
4031,114.875µs
4032,255.917µs
4033,43.042µs
4034,25.834µs
4035,17.708µs
4036,20.375µs
4037,38.167µs
4038,9.125µs
4039,15.625µs
4040,26.416µs
4041,91.5µs
4042,16.959µs
4043,69.542µs
4044,5.625µs
4045,57.75µs
4046,7.375µs
4047,34.25µs
4048,25µs
4049,4.5µs
4050,6.209µs
4051,9.459µs
4052,10.75µs
4053,16.917µs
4054,22.708µs
4055,7.291µs
4056,20.792µs
4057,50.833µs
4058,49.708µs
4059,127.542µs
4060,21.917µs
4061,48.541µs
4062,57.458µs
4063,44.667µs
4064,7.666µs
4065,2.625µs
4066,9.167µs
4067,18.042µs
4068,2.625µs
4069,2.208µs
4070,31.417µs
4071,22.292µs
4072,43.75µs
4073,29.083µs
4074,20.958µs
4075,11.125µs
4076,42.542µs
4077,2.291µs
4078,25.625µs
4079,3.208µs
4080,10.375µs
4081,170.5µs
4082,59.541µs
4083,13.25µs
4084,17.584µs
4085,8.583µs
4086,15.625µs
4087,40µs
4088,14.417µs
4089,2.5µs
4090,6.75µs
4091,17.458µs
4092,7.125µs
4093,53.416µs
4094,12.75µs
4095,7.166µs
4096,8.458µs
4097,13.917µs
4098,148.542µs
4099,41.542µs
4100,20.833µs
4101,39.542µs
4102,8.417µs
4103,6.25µs
4104,11.208µs
4105,23.167µs
4106,19.208µs
4107,5.75µs
4108,3.125µs
4109,12.167µs
4110,77.583µs
4111,35.75µs
4112,23.333µs
4113,63.291µs
4114,20.709µs
4115,160.083µs
4116,4.25µs
4117,7.708µs
4118,23.166µs
4119,10.083µs
4120,2.708µs
4121,67.416µs
4122,57.25µs
4123,170.542µs
4124,20.166µs
4125,94.042µs
4126,41.875µs
4127,13.959µs
4128,9.125µs
4129,9.5µs
4130,3.209µs
4131,20.541µs
4132,34.208µs
4133,62.375µs
4134,21.334µs
4135,15.375µs
4136,4.458µs
4137,66.417µs
4138,47.333µs
4139,49.625µs
4140,6.75µs
4141,10.333µs
4142,16.25µs
4143,4.541µs
4144,38.5µs
4145,398.125µs
4146,40.667µs
4147,9.042µs
4148,27.875µs
4149,3.75µs
4150,4.875µs
4151,29.875µs
4152,12.041µs
4153,30.5µs
4154,15.291µs
4155,13.042µs
4156,10.584µs
4157,7.5µs
4158,16.25µs
4159,17.375µs
4160,69.834µs
4161,32.917µs
4162,11.292µs
4163,1.5µs
4164,32µs
4165,6.375µs
4166,2.958µs
4167,7.625µs
4168,19.375µs
4169,9.125µs
4170,33.208µs
4171,13.666µs
4172,4.416µs
4173,2.375µs
4174,6.917µs
4175,100.083µs
4176,3.167µs
4177,51.458µs
4178,101.25µs
4179,88µs
4180,153.333µs
4181,73.792µs
4182,192.334µs
4183,100.584µs
4184,62µs
4185,27µs
4186,3.541µs
4187,3.708µs
4188,7.667µs
4189,7.333µs
4190,16.541µs
4191,9.75µs
4192,16.334µs
4193,118.125µs
4194,27.292µs
4195,1.125µs
4196,39.791µs
4197,60.166µs
4198,76.667µs
4199,97µs
4200,111.041µs
4201,152.959µs
4202,97.125µs
4203,82.084µs
4204,86.958µs
4205,82.625µs
4206,3.917µs
4207,36.5µs
4208,32.541µs
4209,19.666µs
4210,84.417µs
4211,10.459µs
4212,24.166µs
4213,71.083µs
4214,66.459µs
4215,37.375µs
4216,15.625µs
4217,13.667µs
4218,27.458µs
4219,16.333µs
4220,62.959µs
4221,79.583µs
4222,9.958µs
4223,2.833µs
4224,2.5µs
4225,15.875µs
4226,36.458µs
4227,45.125µs
4228,44.041µs
4229,128.125µs
4230,71.041µs
4231,18.208µs
4232,5.916µs
4233,24.459µs
4234,2.417µs
4235,10.792µs
4236,28.292µs
4237,38.125µs
4238,40.416µs
4239,68.25µs
4240,2.5µs
4241,15.084µs
4242,9.375µs
4243,17.958µs
4244,54.167µs
4245,77.167µs
4246,42.5µs
4247,24.459µs
4248,20.417µs
4249,10.084µs
4250,19.333µs
4251,71.5µs
4252,95.834µs
4253,17.791µs
4254,8.75µs
4255,3µs
4256,37.291µs
4257,13.208µs
4258,33.959µs
4259,21.917µs
4260,5µs
4261,27.542µs
4262,31.125µs
4263,31µs
4264,5.959µs
4265,24.042µs
4266,14.833µs
4267,11.5µs
4268,6.083µs
4269,3.583µs
4270,88.875µs
4271,25.209µs
4272,21.208µs
4273,6.791µs
4274,48.292µs
4275,9.166µs
4276,22.75µs
4277,13.875µs
4278,12.167µs
4279,6.084µs
4280,20.917µs
4281,13.792µs
4282,66.958µs
4283,27.292µs
4284,13.042µs
4285,32.667µs
4286,27.708µs
4287,21.709µs
4288,26.625µs
4289,1.5µs
4290,9.959µs
4291,1.5µs
4292,11.542µs
4293,4.292µs
4294,10.25µs
4295,10.916µs
4296,73.959µs
4297,21.417µs
4298,9.542µs
4299,10.667µs
4300,29.125µs
4301,27.167µs
4302,26.5µs
4303,18.583µs
4304,52.375µs
4305,22µs
4306,33.167µs
4307,9.458µs
4308,1.583µs
4309,2.5µs
4310,25.167µs
4311,10.25µs
4312,67.292µs
4313,13.458µs
4314,5.666µs
4315,5.667µs
4316,10.417µs
4317,23.708µs
4318,17.708µs
4319,18.375µs
4320,16.959µs
4321,6.209µs
4322,19.208µs
4323,18.375µs
4324,7.333µs
4325,11.167µs
4326,2.959µs
4327,5.75µs
4328,22.541µs
4329,83.041µs
4330,76.333µs
4331,46.666µs
4332,9.375µs
4333,180.208µs
4334,116.75µs
4335,92µs
4336,49.833µs
4337,22.792µs
4338,7.5µs
4339,19.584µs
4340,51µs
4341,67.25µs
4342,73.583µs
4343,143.667µs
4344,142.459µs
4345,86µs
4346,3.208µs
4347,57.958µs
4348,23.875µs
4349,7.75µs
4350,9.167µs
4351,2.625µs
4352,14.25µs
4353,34.375µs
4354,24.584µs
4355,39.166µs
4356,15.333µs
4357,22.208µs
4358,3.417µs
4359,12.125µs
4360,28.709µs
4361,1.333µs
4362,103.208µs
4363,22.958µs
4364,47µs
4365,88.708µs
4366,12.959µs
4367,6.417µs
4368,19.291µs
4369,74.334µs
4370,1.125µs
4371,66.084µs
4372,80.208µs
4373,9.917µs
4374,28µs
4375,3.583µs
4376,18.958µs
4377,5.833µs
4378,2.375µs
4379,8.666µs
4380,26.083µs
4381,16.958µs
4382,9.083µs
4383,56.75µs
4384,11.542µs
4385,17.792µs
4386,34.875µs
4387,11.625µs
4388,12.5µs
4389,36.959µs
4390,3.375µs
4391,11.041µs
4392,49.167µs
4393,2.625µs
4394,33.459µs
4395,43.084µs
4396,18.25µs
4397,81.875µs
4398,63.875µs
4399,6.875µs
4400,1.5µs
4401,4.709µs
4402,7µs
4403,84.917µs
4404,59.291µs
4405,8.375µs
4406,9.625µs
4407,48.833µs
4408,36.75µs
4409,26.834µs
4410,7µs
4411,14.917µs
4412,81.541µs
4413,4.417µs
4414,27.959µs
4415,9.667µs
4416,252µs
4417,35.209µs
4418,9.667µs
4419,67.208µs
4420,22.541µs
4421,17.334µs
4422,18µs
4423,7.75µs
4424,9.833µs
4425,11.666µs
4426,10.791µs
4427,2.708µs
4428,45.833µs
4429,54.167µs
4430,33.708µs
4431,9.917µs
4432,21.375µs
4433,61.875µs
4434,67.625µs
4435,7.917µs
4436,24.209µs
4437,8.958µs
4438,17.166µs
4439,56.416µs
4440,5.083µs
4441,44µs
4442,64.25µs
4443,11.583µs
4444,3.416µs
4445,10.458µs
4446,31.208µs
4447,3.708µs
4448,28.125µs
4449,15.166µs
4450,7.125µs
4451,6.583µs
4452,5.125µs
4453,24.625µs
4454,33.417µs
4455,182.25µs
4456,109.542µs
4457,107.125µs
4458,43.25µs
4459,6.584µs
4460,64.458µs
4461,20µs
4462,27.292µs
4463,7.292µs
4464,3.708µs
4465,23.292µs
4466,27.542µs
4467,6.166µs
4468,27.042µs
4469,6.625µs
4470,21.75µs
4471,35.75µs
4472,47.25µs
4473,28.333µs
4474,9.375µs
4475,9.125µs
4476,24.5µs
4477,22.125µs
4478,85.792µs
4479,57.708µs
4480,99.083µs
4481,59.583µs
4482,43.75µs
4483,23.75µs
4484,68.583µs
4485,36.625µs
4486,30.834µs
4487,109.958µs
4488,29.541µs
4489,4.833µs
4490,43.375µs
4491,32.166µs
4492,126.5µs
4493,54.125µs
4494,3.333µs
4495,8.75µs
4496,7.375µs
4497,12.5µs
4498,29.75µs
4499,18.625µs
4500,13.75µs
4501,30.292µs
4502,47.375µs
4503,3.083µs
4504,10µs
4505,25.875µs
4506,32.875µs
4507,20.375µs
4508,17.292µs
4509,53.291µs
4510,10.667µs
4511,31.458µs
4512,18.333µs
4513,14.417µs
4514,26.584µs
4515,51.708µs
4516,21.459µs
4517,18.792µs
4518,11.875µs
4519,11.334µs
4520,53.958µs
4521,22.667µs
4522,120.958µs
4523,58.25µs
4524,55.75µs
4525,1.041µs
4526,28.791µs
4527,10.459µs
4528,6.125µs
4529,43.417µs
4530,109.041µs
4531,99.917µs
4532,108.333µs
4533,84.458µs
4534,117.417µs
4535,103µs
4536,148.792µs
4537,172.709µs
4538,112.458µs
4539,86.333µs
4540,65.958µs
4541,3.208µs
4542,79.625µs
4543,85.167µs
4544,29.833µs
4545,19.125µs
4546,4.417µs
4547,35.75µs
4548,59.167µs
4549,6.625µs
4550,5.667µs
4551,5.584µs
4552,1.541µs
4553,43.25µs
4554,11.25µs
4555,21.292µs
4556,4.375µs
4557,7.708µs
4558,9.25µs
4559,2.583µs
4560,4.25µs
4561,5.417µs
4562,2.375µs
4563,3µs
4564,28.833µs
4565,26.416µs
4566,9.542µs
4567,16.333µs
4568,45.541µs
4569,14.125µs
4570,12.459µs
4571,8.042µs
4572,14.625µs
4573,23.333µs
4574,9.375µs
4575,8.959µs
4576,8.042µs
4577,14.708µs
4578,34.375µs
4579,20.167µs
4580,26.958µs
4581,6.708µs
4582,57.792µs
4583,18.875µs
4584,26.875µs
4585,40.583µs
4586,161.875µs
4587,25.25µs
4588,56.083µs
4589,4.959µs
4590,8.75µs
4591,12.333µs
4592,8µs
4593,21.791µs
4594,45.583µs
4595,6.292µs
4596,9.584µs
4597,8.792µs
4598,17.209µs
4599,8.333µs
4600,38.833µs
4601,26.25µs
4602,20.667µs
4603,5.542µs
4604,24.417µs
4605,67.833µs
4606,35.333µs
4607,53.542µs
4608,41µs
4609,12.458µs
4610,28.042µs
4611,1.667µs
4612,28.667µs
4613,45.25µs
4614,10.292µs
4615,20.041µs
4616,25.375µs
4617,24.083µs
4618,12.708µs
4619,19.166µs
4620,86.292µs
4621,11.458µs
4622,83.25µs
4623,69µs
4624,23.875µs
4625,6.958µs
4626,21.25µs
4627,6.167µs
4628,15.459µs
4629,13.166µs
4630,12.042µs
4631,17µs
4632,5.75µs
4633,5.166µs
4634,8.833µs
4635,16.584µs
4636,59.375µs
4637,28.125µs
4638,25.333µs
4639,21.292µs
4640,8.625µs
4641,6.333µs
4642,137.5µs
4643,69.417µs
4644,7.5µs
4645,4.542µs
4646,12.834µs
4647,11µs
4648,14.916µs
4649,5.584µs
4650,24.083µs
4651,72.5µs
4652,18.5µs
4653,25.584µs
4654,21.666µs
4655,13.959µs
4656,25.833µs
4657,17.833µs
4658,59.667µs
4659,142.875µs
4660,84.083µs
4661,80.5µs
4662,1.292µs
4663,80.333µs
4664,7.375µs
4665,18.25µs
4666,17.292µs
4667,5.125µs
4668,1.708µs
4669,6.625µs
4670,6.375µs
4671,76.292µs
4672,8.458µs
4673,8.875µs
4674,3.333µs
4675,8.416µs
4676,14.958µs
4677,17.667µs
4678,21.25µs
4679,2.208µs
4680,66.583µs
4681,93.209µs
4682,4.917µs
4683,47.166µs
4684,27.791µs
4685,80.125µs
4686,32.417µs
4687,27.25µs
4688,25.625µs
4689,17.791µs
4690,28.083µs
4691,35.583µs
4692,6.75µs
4693,13.958µs
4694,8.875µs
4695,13.625µs
4696,42µs
4697,16.375µs
4698,47.625µs
4699,8.209µs
4700,21.958µs
4701,25.166µs
4702,24.542µs
4703,12.709µs
4704,23.083µs
4705,7.666µs
4706,8.708µs
4707,4.667µs
4708,4.042µs
4709,5.75µs
4710,39.417µs
4711,20.334µs
4712,28.791µs
4713,37.583µs
4714,35.292µs
4715,16.084µs
4716,44.334µs
4717,16.583µs
4718,21.125µs
4719,2.791µs
4720,21.125µs
4721,18.209µs
4722,2.708µs
4723,2.958µs
4724,36.667µs
4725,5.542µs
4726,10.375µs
4727,6.5µs
4728,38.292µs
4729,17.209µs
4730,95µs
4731,5.625µs
4732,4.625µs
4733,48.5µs
4734,20.875µs
4735,22.584µs
4736,90.375µs
4737,19.542µs
4738,24.167µs
4739,15.958µs
4740,31.25µs
4741,25.25µs
4742,24.959µs
4743,8.208µs
4744,55.084µs
4745,19.5µs
4746,23.5µs
4747,14.666µs
4748,21.375µs
4749,39.208µs
4750,20.333µs
4751,7.209µs
4752,18.292µs
4753,3.292µs
4754,12.209µs
4755,50.083µs
4756,11.584µs
4757,9.125µs
4758,1.5µs
4759,2.416µs
4760,20.458µs
4761,12.625µs
4762,9.792µs
4763,5.459µs
4764,27.958µs
4765,13.75µs
4766,9.625µs
4767,46.167µs
4768,35.375µs
4769,30.25µs
4770,7.083µs
4771,2.25µs
4772,18.333µs
4773,6.625µs
4774,8.625µs
4775,29.708µs
4776,39.709µs
4777,21.333µs
4778,13.833µs
4779,12.292µs
4780,46.333µs
4781,6.583µs
4782,3.833µs
4783,16.125µs
4784,44.75µs
4785,17.417µs
4786,19.625µs
4787,14.792µs
4788,11.625µs
4789,3.166µs
4790,18.166µs
4791,12.417µs
4792,18.25µs
4793,5.75µs
4794,12.5µs
4795,18.083µs
4796,15.125µs
4797,40.792µs
4798,23.209µs
4799,22.125µs
4800,37.208µs
4801,20.959µs
4802,14.209µs
4803,4.541µs
4804,4.333µs
4805,14.916µs
4806,32.291µs
4807,39.5µs
4808,13.333µs
